成语,常用度分数
俯拾仰取,36.1
告贷无门,36.1
壶中日月,36.1
虎尾春冰,36.1
鸡鸣而起,36.1
染苍染黄,36.1
少不更事,36.1
师老兵疲,36.1
数米而炊,36.1
铁面无私,36.1
悉索敝赋,36.1
息息相通,36.1
遗老遗少,36.1
以一知万,36.1
雨打风吹,36.1
左图右史,36.1
冰山难靠,36.0
补天柱地,36.0
不痛不痒,36.0
不亦乐乎,36.0
冲锋陷阵,36.0
断线风筝,36.0
高阳酒徒,36.0
公平正直,36.0
经年累月,36.0
俱收并蓄,36.0
宽宏大量,36.0
翩翩公子,36.0
贫嘴薄舌,36.0
丝来线去,36.0
瞎子摸鱼,36.0
闲愁万种,36.0
偕生之疾,36.0
兴妖作怪,36.0
形格势禁,36.0
燕侣莺俦,36.0
一得之见,36.0
安枕而卧,35.9
熬肠刮肚,35.9
板上钉钉,35.9
不识不知,35.9
粲花之论,35.9
茶余酒后,35.9
朝阳丹凤,35.9
愁云惨雾,35.9
大题小作,35.9
殚思极虑,35.9
掉三寸舌,35.9
豆重榆瞑,35.9
分斤掰两,35.9
风云之志,35.9
含情脉脉,35.9
急管繁弦,35.9
金针度人,35.9
量力而行,35.9
麟角凤觜,35.9
略高一筹,35.9
马齿徒增,35.9
盲人摸象,35.9
面折廷争,35.9
母以子贵,35.9
排斥异己,35.9
气冲霄汉,35.9
人微言轻,35.9
丧身失节,35.9
少见多怪,35.9
十风五雨,35.9
嗜杀成性,35.9
手不释卷,35.9
私相授受,35.9
威迫利诱,35.9
小己得失,35.9
虚废词说,35.9
言三语四,35.9
一寒如此,35.9
白头如新,35.8
补过拾遗,35.8
布鼓雷门,35.8
车无退表,35.8
诚心诚意,35.8
充类至尽,35.8
扼喉抚背,35.8
冠盖相望,35.8
龟冷支床,35.8
裹尸马革,35.8
蛮触相争,35.8
奇耻大辱,35.8
穷兵黩武,35.8
如手如足,35.8
稍胜一筹,35.8
永永无穷,35.8
褎如充耳,35.8
欲壑难填,35.8
云开见日,35.8
坐吃山空,35.8
安然如故,35.7
报冰公事,35.7
标同伐异,35.7
才短思涩,35.7
大手大脚,35.7
殚财竭力,35.7
翻复无常,35.7
伏地圣人,35.7
弓折刀尽,35.7
救死扶伤,35.7
面目全非,35.7
起早贪黑,35.7
千丝万缕,35.7
清心寡欲,35.7
鹊笑鸠舞,35.7
肉山脯林,35.7
如日方升,35.7
尸居龙见,35.7
舐痈吮痔,35.7
守口如瓶,35.7
通同一气,35.7
脱口而出,35.7
无理取闹,35.7
五行八作,35.7
睚眦必报,35.7
一场春梦,35.7
以碫投卵,35.7
阴凝坚冰,35.7
有头有尾,35.7
朝闻夕死,35.7
枕席过师,35.7
栉风沐雨,35.7
作恶多端,35.7
不甘后人,35.6
不可造次,35.6
不时之需,35.6
不虞之誉,35.6
大有起色,35.6
遁迹潜形,35.6
翻然改进,35.6
风起云涌,35.6
扶摇万里,35.6
恭敬桑梓,35.6
侯门似海,35.6
家长里短,35.6
坚忍不拔,35.6
解甲投戈,35.6
经帮纬国,35.6
谲而不正,35.6
聊备一格,35.6
猫鼠同眠,35.6
前功尽弃,35.6
若有所思,35.6
山鸡舞镜,35.6
天平地成,35.6
无精打采,35.6
妖魔鬼怪,35.6
饮水思源,35.6
硬语盘空,35.6
永矢弗谖,35.6
凿隧入井,35.6
着人先鞭,35.6
纵横交错,35.6
八百孤寒,35.5
别有天地,35.5
长夜难明,35.5
春寒料峭,35.5
达官知命,35.5
大败亏输,35.5
得失参半,35.5
恩重如山,35.5
翻山越岭,35.5
佛头着粪,35.5
高自标置,35.5
尽人皆知,35.5
克己复礼,35.5
空谷白驹,35.5
窥间伺隙,35.5
瞒天过海,35.5
七高八低,35.5
全军覆没,35.5
任重至远,35.5
日长一线,35.5
生死与共,35.5
泰然处之,35.5
问罪之师,35.5
无所适从,35.5
相煎何急,35.5
一表人才,35.5
一行作吏,35.5
移气养体,35.5
疑团满腹,35.5
阴错阳差,35.5
阴魂不散,35.5
有声有色,35.5
跃然纸上,35.5
张口结舌,35.5
招降纳叛,35.5
竹篮打水,35.5
自力更生,35.5
安危与共,35.4
百堵皆作,35.4
百世不磨,35.4
彩衣娱亲,35.4
电光石火,35.4
反面无情,35.4
挂冠求去,35.4
桂子飘香,35.4
撼树蚍蜉,35.4
赫赫之功,35.4
画梁雕栋,35.4
混应滥应,35.4
金迷纸醉,35.4
金石之策,35.4
疚心疾首,35.4
裸裎袒裼,35.4
参横斗转,35.4
贪小失大,35.4
通权达变,35.4
心灵手巧,35.4
衣食不周,35.4
驿寄梅花,35.4
誉不绝口,35.4
在此一举,35.4
煮鹤焚琴,35.4
做张做势,35.4
不可端倪,35.3
承颜候色,35.3
驰骋疆场,35.3
重熙累洽,35.3
传闻异辞,35.3
点金成铁,35.3
费尽心机,35.3
风云际会,35.3
赴汤蹈火,35.3
功标青史,35.3
供过于求,35.3
沽名钓誉,35.3
古往今来,35.3
好自为之,35.3
积谷防饥,35.3
假誉驰声,35.3
坚如磐石,35.3
见风转舵,35.3
揭竿而起,35.3
矜功自伐,35.3
兢兢业业,35.3
千疮百孔,35.3
浅斟低唱,35.3
日理万机,35.3
少不经事,35.3
听人穿鼻,35.3
无尽无休,35.3
无言可对,35.3
下车泣罪,35.3
在人耳目,35.3
止戈为武,35.3
不共戴天,35.2
不愧不作,35.2
不知利害,35.2
蚕绩蟹匡,35.2
长篇累牍,35.2
触景生情,35.2
吊古伤今,35.2
笃信好学,35.2
杜口吞声,35.2
讹言惑众,35.2
鹅毛大雪,35.2
呵佛骂祖,35.2
环肥燕瘦,35.2
寂然不动,35.2
久惯牢成,35.2
口不应心,35.2
旷达不羁,35.2
来者可追,35.2
列土封疆,35.2
流年不利,35.2
乱箭攒心,35.2
名震一时,35.2
排糠障风,35.2
欺君误国,35.2
七嘴八舌,35.2
千奇百怪,35.2
认贼为子,35.2
声名狼藉,35.2
使智使勇,35.2
首鼠两端,35.2
率由旧章,35.2
危如朝露,35.2
五子登科,35.2
袭故蹈常,35.2
形销骨立,35.2
寻根究底,35.2
言归于好,35.2
葬身鱼腹,35.2
知命之年,35.2
祝哽祝噎,35.2
拔来报往,35.1
百依百顺,35.1
不堪言状,35.1
沉郁顿挫,35.1
吹糠见米,35.1
大公无私,35.1
辅车唇齿,35.1
好高骛远,35.1
河目海口,35.1
隳肝沥胆,35.1
鸡犬不宁,35.1
寂天寞地,35.1
快马加鞭,35.1
老奸巨滑,35.1
两全其美,35.1
蛮不讲理,35.1
蹑足其间,35.1
千金买笑,35.1
劝百讽一,35.1
丧魂落魄,35.1
声应气求,35.1
天涯地角,35.1
投袂而起,35.1
歪风邪气,35.1
惜老怜贫,35.1
衅起萧墙,35.1
雍荣华贵,35.1
指日可待,35.1
志在四方,35.1
众矢之的,35.1
众醉独醒,35.1
字斟句酌,35.1
白驹过隙,35.0
百年之好,35.0
冰天雪窑,35.0
趁虚而入,35.0
道路以目,35.0
杜绝人事,35.0
非我族类,35.0
风餐露宿,35.0
计不旋踵,35.0
梨花带雨,35.0
鸣琴而治,35.0
七死八活,35.0
前因后果,35.0
人给家足,35.0
如获至宝,35.0
神乎其神,35.0
硕果仅存,35.0
慰情胜无,35.0
无头告示,35.0
一斑窥豹,35.0
以水投水,35.0
于今为烈,35.0
云散风流,35.0
真金不镀,35.0
筚门闺窦,34.9
飙举电至,34.9
兵戎相见,34.9
察言观色,34.9
瞠乎其后,34.9
错落不齐,34.9
打退堂鼓,34.9
独霸一方,34.9
耳濡目染,34.9
反劳为逸,34.9
匪匪翼翼,34.9
海市蜃楼,34.9
涸辙之鲋,34.9
褐衣蔬食,34.9
骄兵之计,34.9
竭力虔心,34.9
利令智昏,34.9
梦中说梦,34.9
前庭悬鱼,34.9
曲径通幽,34.9
骚人墨客,34.9
十冬腊月,34.9
首丘之情,34.9
四郊多垒,34.9
望风希旨,34.9
心狠手辣,34.9
以火救火,34.9
暗香疏影,34.8
昂然自得,34.8
跋山涉水,34.8
白头偕老,34.8
避坑落井,34.8
晨钟暮鼓,34.8
大海捞针,34.8
大义凛然,34.8
革故鼎新,34.8
狗急跳墙,34.8
昏昏欲睡,34.8
饥餐渴饮,34.8
金壶墨汁,34.8
老骥伏枥,34.8
冷语冰人,34.8
年高德劭,34.8
软红十丈,34.8
三头两绪,34.8
史无前例,34.8
率兽食人,34.8
泰山鸿毛,34.8
天真烂漫,34.8
心坚石穿,34.8
炫玉贾石,34.8
一发千钧,34.8
迎头赶上,34.8
属垣有耳,34.8
半截入土,34.7
常胜将军,34.7
刍荛之见,34.7
此起彼落,34.7
赐墙及肩,34.7
犯颜极谏,34.7
花花太岁,34.7
金龟换酒,34.7
就事论事,34.7
老当益壮,34.7
麟角凤嘴,34.7
落井下石,34.7
菩萨低眉,34.7
乔装打扮,34.7
社威擅势,34.7
世态炎凉,34.7
舒头探脑,34.7
似是而非,34.7
土牛木马,34.7
巫山云雨,34.7
五毒俱全,34.7
勿怠勿忘,34.7
先花后果,34.7
隐介藏形,34.7
瞻前顾后,34.7
政以贿成,34.7
昂首伸眉,34.6
傲睨自若,34.6
傲霜斗雪,34.6
笔走龙蛇,34.6
不惑之年,34.6
踌躇不前,34.6
东山高卧,34.6
发蒙解惑,34.6
非愚则诬,34.6
高唱入云,34.6
诡计多端,34.6
简能而任,34.6
空谷传声,34.6
兰桂齐芳,34.6
庆吊不行,34.6
散兵游勇,34.6
搜章摘句,34.6
萧郎陌路,34.6
心胆俱裂,34.6
一心一计,34.6
亦步亦趋,34.6
做贼心虚,34.6
安心定志,34.5
卑鄙龌龊,34.5
不容置辩,34.5
彻上彻下,34.5
单刀赴会,34.5
地平天成,34.5
鼎足三分,34.5
东张西望,34.5
独树一帜,34.5
断脰决腹,34.5
分钗破镜,34.5
姑息养奸,34.5
豪言壮语,34.5
火树银花,34.5
葭莩之亲,34.5
精神满腹,34.5
鸠占鹊巢,34.5
嫠不恤纬,34.5
立命安身,34.5
临事而惧,34.5
龙潭虎穴,34.5
灭门绝户,34.5
轻重缓急,34.5
热火朝天,34.5
荣华富贵,34.5
如日方中,34.5
三头两面,34.5
搔头摸耳,34.5
森罗万象,34.5
随遇而安,34.5
天上人间,34.5
痛不欲生,34.5
突然袭击,34.5
吐故纳新,34.5
拖人下水,34.5
行成于思,34.5
烟波浩渺,34.5
有条有理,34.5
有血有肉,34.5
遭家不造,34.5
坐不安席,34.5
百废俱兴,34.4
不堪一击,34.4
不识之无,34.4
不知就里,34.4
鹑衣百结,34.4
唇枪舌剑,34.4
高蹈远举,34.4
高山流水,34.4
光阴似箭,34.4
桂林一枝,34.4
鸡骨支床,34.4
即景生情,34.4
既成事实,34.4
敬恭桑梓,34.4
咎由自取,34.4
泥古不化,34.4
铺锦列绣,34.4
声如洪钟,34.4
檀郎谢女,34.4
讨价还价,34.4
天罗地网,34.4
惜指失掌,34.4
胸无点墨,34.4
虚与委蛇,34.4
隐居求志,34.4
质疑问难,34.4
包羞忍耻,34.3
抱怨雪耻,34.3
樗栎庸材,34.3
传道受业,34.3
恶语中伤,34.3
钩深索隐,34.3
过隙白驹,34.3
江山如画,34.3
将门虎子,34.3
绝圣弃智,34.3
明明赫赫,34.3
佩韦佩弦,34.3
泣不成声,34.3
樵苏不爨,34.3
人寿年丰,34.3
日不移晷,34.3
殊深轸念,34.3
四平八稳,34.3
天命有归,34.3
万民涂炭,34.3
万死犹轻,34.3
言行不一,34.3
夜郎自大,34.3
一口三舌,34.3
怨气冲天,34.3
装疯卖傻,34.3
传檄而定,34.2
澹泊寡欲,34.2
当头对面,34.2
盗名暗世,34.2
恶声恶气,34.2
恩恩相报,34.2
发综指示,34.2
泛泛而谈,34.2
肝脑涂地,34.2
高名大姓,34.2
和璧隋珠,34.2
横征暴敛,34.2
交臂历指,34.2
矫矫不群,34.2
老牛舐犊,34.2
寥若晨星,34.2
鲁鱼帝虎,34.2
碌碌无闻,34.2
马牛襟裾,34.2
茅茨土阶,34.2
迷途知返,34.2
屁滚尿流,34.2
千千万万,34.2
阮囊羞涩,34.2
杀人如麻,34.2
上楼去梯,34.2
率尔操觚,34.2
同心协力,34.2
相机而动,34.2
心手相应,34.2
有损无益,34.2
元元本本,34.2
质非文是,34.2
除恶务尽,34.1
辞富居贫,34.1
大难不死,34.1
滴水穿石,34.1
耳闻目睹,34.1
饭坑酒囊,34.1
风言风语,34.1
妇孺皆知,34.1
骨肉未寒,34.1
济苦怜贫,34.1
局外之人,34.1
枯苗望雨,34.1
每下愈况,34.1
舍近求远,34.1
疏不间亲,34.1
糖衣炮弹,34.1
恬不为怪,34.1
脱颖而出,34.1
蔚成风气,34.1
文韬武略,34.1
无足轻重,34.1
希世之宝,34.1
以血洗血,34.1
忧患余生,34.1
云过天空,34.1
拔葵去织,34.0
悲天悯人,34.0
闭门酣歌,34.0
不厌其详,34.0
阿谀谄媚,34.0
改辕易辙,34.0
孤臣孽子,34.0
寡人之疾,34.0
官法如炉,34.0
何去何从,34.0
九泉之下,34.0
刻意经营,34.0
朗目疏眉,34.0
牵萝补屋,34.0
情景交融,34.0
三衅三浴,34.0
随行逐队,34.0
听天由命,34.0
同盘而食,34.0
万选青钱,34.0
望洋兴叹,34.0
无缘无故,34.0
嘘枯吹生,34.0
仰人眉睫,34.0
饮泣吞声,34.0
有眼如盲,34.0
鱼目混珠,34.0
招风揽火,34.0
昭昭在目,34.0
暗淡无光,33.9
白饭青刍,33.9
悲愤填膺,33.9
不识抬举,33.9
不夷不惠,33.9
不易一字,33.9
长乐未央,33.9
宠辱皆忘,33.9
出入人罪,33.9
短褐穿结,33.9
浮名薄利,33.9
钩金舆羽,33.9
孤立无援,33.9
浆酒霍肉,33.9
姱容修态,33.9
毛遂自荐,33.9
铭心镂骨,33.9
怦然心动,33.9
骑驴觅驴,33.9
劝善惩恶,33.9
人老珠黄,33.9
人手一册,33.9
日甚一日,33.9
如火燎原,33.9
三头六臂,33.9
生死存亡,33.9
挑毛拣刺,33.9
兄肥弟瘦,33.9
学贯中西,33.9
游刃有余,33.9
忠贞不渝,33.9
濯足濯缨,33.9
安眉带眼,33.8
安忍无亲,33.8
笨嘴拙舌,33.8
变化莫测,33.8
别树一帜,33.8
不耻最后,33.8
嘲风弄月,33.8
出世超凡,33.8
从心所欲,33.8
胆大心细,33.8
掉臂不顾,33.8
峨冠博带,33.8
风调雨顺,33.8
寒心酸鼻,33.8
好学不倦,33.8
蠖屈求伸,33.8
疾不可为,33.8
结驷连骑,33.8
绿林豪客,33.8
三从四德,33.8
实繁有徒,33.8
四面楚歌,33.8
微乎其微,33.8
心荡神迷,33.8
殃及池鱼,33.8
一潭死水,33.8
意味深长,33.8
傲骨嶙嶙,33.7
差三错四,33.7
赤口毒舌,33.7
春色撩人,33.7
道貌岸然,33.7
等量齐观,33.7
多歧亡羊,33.7
飞云掣电,33.7
腹中兵甲,33.7
好好先生,33.7
灰头土面,33.7
极而言之,33.7
崛地而起,33.7
力可拔山,33.7
落拓不羁,33.7
密不通风,33.7
鸟革翚飞,33.7
欺善怕恶,33.7
青天霹雳,33.7
轻描淡写,33.7
群策群力,33.7
忍无可忍,33.7
杀彘教子,33.7
水陆毕陈,33.7
搜索枯肠,33.7
缩衣节食,33.7
天方夜谭,33.7
恬淡无为,33.7
畏首畏尾,33.7
系风捕影,33.7
一脉相承,33.7
以意为之,33.7
载舟覆舟,33.7
张冠李戴,33.7
郑人争年,33.7
珠还合浦,33.7
不敢告劳,33.6
不可偏废,33.6
存而不论,33.6
大彻大悟,33.6
大有作为,33.6
吊死问疾,33.6
耳食之谈,33.6
方寸已乱,33.6
非异人任,33.6
分风劈流,33.6
干城之将,33.6
汗马功劳,33.6
黑灯瞎火,33.6
横槊赋诗,33.6
鸡飞狗走,33.6
计日程功,33.6
金翅擘海,33.6
惊师动众,33.6
井井有条,33.6
狂风暴雨,33.6
力敌千钧,33.6
临难铸兵,33.6
璞玉浑金,33.6
千仓万箱,33.6
剜肉医疮,33.6
为人说项,33.6
先意承旨,33.6
响遏行云,33.6
悬灯结彩,33.6
言出法随,33.6
燕尔新婚,33.6
一纸空文,33.6
以冰致蝇,33.6
诸子百家,33.6
鲍鱼之肆,33.5
春意阑珊,33.5
钉嘴铁舌,33.5
扼腕长叹,33.5
伐毛洗髓,33.5
烦言碎辞,33.5
风流才子,33.5
昏头昏脑,33.5
计将安出,33.5
咎有应得,33.5
浪蝶狂蜂,33.5
烈烈轰轰,33.5
名山大川,33.5
群鸿戏海,33.5
声罪致讨,33.5
谈言微中,33.5
蛙鸣蝉噪,33.5
为民除害,33.5
文质彬彬,33.5
无所不通,33.5
哑然失笑,33.5
一览无余,33.5
引绳排根,33.5
怨入骨髓,33.5
趑趄不前,33.5
冰天雪地,33.4
不打自招,33.4
顶天立地,33.4
多难兴邦,33.4
放牛归马,33.4
奉公正己,33.4
各不相谋,33.4
虎落平川,33.4
欢声雷动,33.4
金口玉言,33.4
枯鱼之肆,33.4
面授机宜,33.4
弄月嘲风,33.4
庞眉皓发,33.4
骈拇枝指,33.4
沁人心脾,33.4
三皇五帝,33.4
山肴野蔌,33.4
十日之饮,33.4
耸肩缩背,33.4
屠所牛羊,33.4
乌飞兔走,33.4
兴利除弊,33.4
一箭之地,33.4
一路福星,33.4
一星半点,33.4
鱼龙曼衍,33.4
钟鸣漏尽,33.4
煮豆燃萁,33.4
追本穷源,33.4
自业自得,33.4
坐冷板凳,33.4
爱人利物,33.3
楚尾吴头,33.3
春风沂水,33.3
盗钟掩耳,33.3
洞彻事理,33.3
阿谀奉承,33.3
高人一筹,33.3
精贯白日,33.3
枯木朽株,33.3
喟然长叹,33.3
郎才女貌,33.3
妙手回春,33.3
年高望重,33.3
蹑手蹑脚,33.3
排除异己,33.3
钱可通神,33.3
强死强活,33.3
去住两难,33.3
身先士卒,33.3
师道尊严,33.3
桃花潭水,33.3
投梭折齿,33.3
屋下架屋,33.3
小题大作,33.3
拥书百城,33.3
直言贾祸,33.3
指腹为婚,33.3
惴惴不安,33.3
左右采获,33.3
钗横鬓乱,33.2
愁眉苦脸,33.2
吹唇唱吼,33.2
绰有余裕,33.2
旦旦而伐,33.2
倒山倾海,33.2
冬日可爱,33.2
飞熊入梦,33.2
附上罔下,33.2
父母恩勤,33.2
富贵荣华,33.2
将功补过,33.2
胶柱鼓瑟,33.2
戒奢宁俭,33.2
涓滴成河,33.2
宽仁大度,33.2
浪子宰相,33.2
列鼎而食,33.2
旁观者清,33.2
如水投石,33.2
舍我其谁,33.2
生死攸关,33.2
天壤王郎,33.2
无病自炙,33.2
胸有鳞甲,33.2
因任授官,33.2
引人注目,33.2
至理名言,33.2
孳蔓难图,33.2
把玩无厌,33.1
兵在其颈,33.1
不得其所,33.1
残杯冷炙,33.1
察察为明,33.1
串亲访友,33.1
单兵孤城,33.1
砥兵砺伍,33.1
砥砺琢磨,33.1
鼎足之势,33.1
分身无术,33.1
高不可攀,33.1
膏唇试舌,33.1
极天际地,33.1
夸多斗靡,33.1
累月经年,33.1
南面百城,33.1
秦越肥瘠,33.1
舍己为人,33.1
十万火急,33.1
涕零如雨,33.1
铜山铁壁,33.1
霄壤之别,33.1
心直口快,33.1
虚往实归,33.1
妖由人兴,33.1
一网打尽,33.1
百无一能,33.0
伯仲之间,33.0
沧海桑田,33.0
惮赫千里,33.0
得失成败,33.0
扼吭夺食,33.0
二八佳人,33.0
范张鸡黍,33.0
狗眼看人,33.0
灌夫骂座,33.0
囫囵吞枣,33.0
花天酒地,33.0
祸不单行,33.0
降志辱身,33.0
斤斤计较,33.0
橘化为枳,33.0
口多食寡,33.0
袂云汗雨,33.0
抛砖引玉,33.0
忍辱负重,33.0
日月入怀,33.0
如运诸掌,33.0
三阳开泰,33.0
身临其境,33.0
十室九空,33.0
同恶相济,33.0
万缕千丝,33.0
枉己正人,33.0
心满意足,33.0
形枉影曲,33.0
鸦默雀静,33.0
一口两匙,33.0
义不容辞,33.0
知白守黑,33.0
自作解人,33.0
暴戾恣睢,32.9
不分皂白,32.9
不足与谋,32.9
寸草春晖,32.9
大笔如椽,32.9
登木求鱼,32.9
丁一确二,32.9
户枢不蠹,32.9
辉光日新,32.9
活龙活现,32.9
戟指怒目,32.9
巾帼须眉,32.9
静极思动,32.9
酒醉饭饱,32.9
匡乱反正,32.9
乐善好施,32.9
漫不经心,32.9
貌似强大,32.9
面不改色,32.9
扫榻以待,32.9
煞费苦心,32.9
室迩人远,32.9
太平盛世,32.9
同舟敌国,32.9
夏雨雨人,32.9
心织笔耕,32.9
信誓旦旦,32.9
一年半载,32.9
终南捷径,32.9
追亡逐北,32.9
卜夜卜昼,32.8
幡然改途,32.8
改俗迁风,32.8
功成身退,32.8
观者如堵,32.8
贯穿今古,32.8
皓月千里,32.8
积善余庆,32.8
见猎心喜,32.8
皎阳似火,32.8
金石为开,32.8
九烈三贞,32.8
牵强附会,32.8
乔迁之喜,32.8
人杰地灵,32.8
十生九死,32.8
手泽之遗,32.8
水火兵虫,32.8
退让贤路,32.8
无病呻吟,32.8
误认颜标,32.8
一牛九锁,32.8
用兵如神,32.8
与人为善,32.8
与世偃仰,32.8
再生父母,32.8
蒸蒸日上,32.8
怅然若失,32.7
吃里爬外,32.7
持斋把素,32.7
浃髓沦肌,32.7
剑拔弩张,32.7
截鹤续凫,32.7
进退两难,32.7
口蜜腹剑,32.7
来日大难,32.7
乐极生悲,32.7
论功行赏,32.7
前度刘郎,32.7
青鞋布袜,32.7
神出鬼没,32.7
死于非命,32.7
畏威怀德,32.7
仙露明珠,32.7
秀才人情,32.7
瑶环瑜珥,32.7
玉堂金马,32.7
远交近攻,32.7
助天为虐,32.7
伯道无儿,32.6
不求甚解,32.6
不相为谋,32.6
础润而雨,32.6
发愤图强,32.6
发愤忘食,32.6
罚不责众,32.6
风旋电掣,32.6
复旧如初,32.6
攻心为上,32.6
广陵散绝,32.6
惠而不费,32.6
金匮石室,32.6
龙蛇飞动,32.6
眉目如画,32.6
弥留之际,32.6
睥睨一切,32.6
片言只语,32.6
奇技淫巧,32.6
将伯之呼,32.6
如火如荼,32.6
声色货利,32.6
食不重味,32.6
势如破竹,32.6
宛转悠扬,32.6
枉尺直寻,32.6
韦弦之佩,32.6
无耻之尤,32.6
相知有素,32.6
香消玉减,32.6
轩然大波,32.6
严气正性,32.6
张敞画眉,32.6
逐鹿中原,32.6
助边输财,32.6
抱子弄孙,32.5
变危为安,32.5
兵不由将,32.5
藏巧于拙,32.5
乘虚迭出,32.5
此恨绵绵,32.5
大兴土木,32.5
雕梁画栋,32.5
栋折榱崩,32.5
膏腴之地,32.5
根深蒂固,32.5
骨肉至亲,32.5
规求无度,32.5
花朝月夕,32.5
蕙心纨质,32.5
令行禁止,32.5
生生不息,32.5
适可而止,32.5
损人利己,32.5
泰山北斗,32.5
天伦之乐,32.5
笑比河清,32.5
凶年饥岁,32.5
阳奉阴违,32.5
一手一足,32.5
褎然举首,32.5
掷果潘安,32.5
走南闯北,32.5
百折不回,32.4
不讳之门,32.4
长此以往,32.4
承先启后,32.4
炊沙成饭,32.4
椿萱并茂,32.4
大江南北,32.4
蜂虿有毒,32.4
股掌之上,32.4
归正守丘,32.4
呼不给吸,32.4
胡天胡帝,32.4
夹七夹八,32.4
冒名顶替,32.4
民富国强,32.4
南枝北枝,32.4
皮相之见,32.4
破颜微笑,32.4
如见肺肝,32.4
玩忽职守,32.4
邪门歪道,32.4
正颜厉色,32.4
褒善贬恶,32.3
褒衣危冠,32.3
北辕适楚,32.3
博学多闻,32.3
蚕头燕尾,32.3
操翰成章,32.3
春光明媚,32.3
地丑德齐,32.3
独占鳌头,32.3
短垣自逾,32.3
恩将仇报,32.3
好事多磨,32.3
宏图大志,32.3
积毁销骨,32.3
急景凋年,32.3
敬贤礼士,32.3
矩步方行,32.3
驽马十驾,32.3
枇杷门巷,32.3
人言藉藉,32.3
舍短取长,32.3
深信不疑,32.3
事过境迁,32.3
枉矢哨壶,32.3
有利可图,32.3
自出机杼,32.3
白首穷经,32.2
悖入悖出,32.2
不相闻问,32.2
长袖善舞,32.2
大梦初醒,32.2
倒海翻江,32.2
杜门自守,32.2
对症之药,32.2
反哺之情,32.2
釜中游鱼,32.2
感今怀昔,32.2
顾复之恩,32.2
官止神行,32.2
横扫千军,32.2
畸轻畸重,32.2
急不暇择,32.2
降心相从,32.2
戒骄戒躁,32.2
荆棘铜驼,32.2
看破红尘,32.2
狂吠狴犴,32.2
两面二舌,32.2
落落穆穆,32.2
每况愈下,32.2
泼妇骂街,32.2
人欲横流,32.2
三尸暴跳,32.2
山高水长,32.2
深根固柢,32.2
深耕易耨,32.2
添枝接叶,32.2
万劫不复,32.2
恶醉强酒,32.2
扬眉吐气,32.2
养虎遗患,32.2
一座皆惊,32.2
纡青拖紫,32.2
自信不疑,32.2
必里迟离,32.1
不攻自破,32.1
不知丁董,32.1
得而复失,32.1
闳中肆外,32.1
胡肥锺瘦,32.1
花枝招展,32.1
坚贞不屈,32.1
艰难困苦,32.1
将门有将,32.1
脚踏实地,32.1
利害攸关,32.1
聊以卒岁,32.1
琳琅满目,32.1
目使颐令,32.1
巧夺天工,32.1
生搬硬套,32.1
生栋覆屋,32.1
鼠首偾事,32.1
万箭攒心,32.1
相辅而行,32.1
一室生春,32.1
怡然自得,32.1
众毛攒裘,32.1
尝鼎一脔,32.0
丑类恶物,32.0
春诵夏弦,32.0
当行出色,32.0
反手可得,32.0
